"REF_DATE","GEO","DGUID","Type of instrument","Geographic region","Valuation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-04","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","29837","","","","0"
"2007-04","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","31289","","","","0"
"2007-04","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","13360","","","","0"
"2007-04","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","13932","","","","0"
"2007-04","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","29006","","","","0"
"2007-04","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","30211","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","22693","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","22895","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","14213","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","14325","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","3473","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","3517","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","421","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","426","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","25","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","25","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","456","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","461","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","4106","","","","0"
"2007-04","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","4140","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","398364","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","409907","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","214115","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","221708","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","63912","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","64946","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","48980","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","49450","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","29515","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","30645","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","13141","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","13568","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","28702","","","","0"
"2007-05","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","29591","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","22664","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","22848","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","14931","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","15041","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2585","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2613","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","382","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","386","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","25","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","25","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","536","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","542","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","4205","","","","0"
"2007-05","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","4242","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","396614","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","403015","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","211531","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","215279","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","65908","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","66358","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","47662","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","47829","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","29189","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","30231","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","12155","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12358","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","30170","","","","0"
"2007-06","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","30960","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","24089","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","24279","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","15125","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","15234","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2970","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","3000","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","370","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","374","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","25","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","25","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","513","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","518","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","5086","","","","0"
"2007-06","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","5128","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","398345","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","404558","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","212790","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","216212","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","67619","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","68155","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","47747","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","47960","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","29283","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","30377","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","12307","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12541","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","28598","","","","0"
"2007-07","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","29312","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","22778","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","22985","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","15273","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","15412","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2813","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2845","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","398","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","403","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","24","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","24","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","432","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","437","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","3837","","","","0"
"2007-07","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","3864","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","397413","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","405119","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","213302","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","217564","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","66325","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","67047","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","47448","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","47765","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","29654","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","30948","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","11850","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12117","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","28834","","","","0"
"2007-08","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","29677","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","22554","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","22760","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","15219","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","15349","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2034","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2055","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","1052","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","1070","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","27","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","28","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","410","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","414","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","3811","","","","0"
"2007-08","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","3844","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","383074","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","394304","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","202834","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","210103","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","66371","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","67380","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","45562","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","45933","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","29214","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","30584","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","11589","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","11875","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","27503","","","","0"
"2007-09","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","28428","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","22383","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","22598","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","15441","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","15572","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","1727","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","1748","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","1024","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","1046","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","30","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","30","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","433","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","438","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","3728","","","","0"
"2007-09","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","3764","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","371831","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","382822","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","193095","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","200228","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","66384","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","67343","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","44659","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","45016","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","28989","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","30357","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","11143","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","11391","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","27561","","","","0"
"2007-10","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","28486","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","21039","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","21242","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","14350","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","14465","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","1344","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","1364","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","1029","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","1051","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","29","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","29","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","456","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","461","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","3830","","","","0"
"2007-10","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","3872","","","","0"
"2007-11","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","393957","","","","0"
"2007-11","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","407604","","","","0"
"2007-11","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","202579","","","","0"
"2007-11","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","210997","","","","0"
