"REF_DATE","GEO","DGUID","Type of instrument","Geographic region","Valuation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008-10","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","12290","","","","0"
"2008-10","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12217","","","","0"
"2008-10","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","30455","","","","0"
"2008-10","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","31403","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","25394","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","25461","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","17176","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","17191","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","1715","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","1718","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","352","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","355","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","23","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","23","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","837","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","844","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","5292","","","","0"
"2008-10","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","5330","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","480098","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","481798","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","263335","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","261690","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","92211","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","91673","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","40705","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","41008","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","41774","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","43960","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","12164","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12207","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","29909","","","","0"
"2008-11","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","31260","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","30170","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","30247","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","20744","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","20763","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2282","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2285","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","315","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","317","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","21","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","22","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","907","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","912","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","5901","","","","0"
"2008-11","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","5948","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","473314","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","482015","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","258049","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","260587","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","93760","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","94280","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","38220","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","38801","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","41497","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","44499","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","12246","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12381","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","29543","","","","0"
"2008-12","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","31467","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","34899","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","35028","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","23556","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","23602","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2955","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2971","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","386","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","389","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","23","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","23","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","886","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","894","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","7092","","","","0"
"2008-12","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","7149","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","476865","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","481885","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","264313","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","264215","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","92158","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","92376","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","35785","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","36304","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","42707","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","45328","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","11938","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12060","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","29965","","","","0"
"2009-01","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","31600","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","38866","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","39072","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","27821","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","27951","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2218","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2227","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","494","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","497","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","17","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","17","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","942","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","951","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","7374","","","","0"
"2009-01","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","7428","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","491672","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","491325","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","274272","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","268337","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","95761","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","96515","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","36268","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","36799","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","42692","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","45263","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","12084","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","12183","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","30594","","","","0"
"2009-02","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","32228","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","39167","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","39320","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","29950","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","30046","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","1799","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","1807","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","662","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","665","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","15","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","15","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","863","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","870","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","5878","","","","0"
"2009-02","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","5917","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","492885","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","489202","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","274691","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","265266","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","97691","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","98230","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","35735","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","36350","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","41995","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","44830","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","11934","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","11945","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","30838","","","","0"
"2009-03","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","32582","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","44827","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","44988","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","35296","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","35413","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2246","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2253","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","1473","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","1476","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","13","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","13","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","1089","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","1098","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","4709","","","","0"
"2009-03","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","4734","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","480751","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","477899","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","262798","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","254455","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","100365","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","100976","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","Other European Union countries","Book value","Dollars","81","millions","6","v61913965","1.1.4.1","34234","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","Other European Union countries","Market value","Dollars","81","millions","6","v100304027","1.1.4.2","34940","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","Japan","Book value","Dollars","81","millions","6","v61913966","1.1.5.1","41021","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","Japan","Market value","Dollars","81","millions","6","v100304028","1.1.5.2","43432","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913967","1.1.6.1","11413","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304029","1.1.6.2","11457","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","All other countries","Book value","Dollars","81","millions","6","v61913968","1.1.7.1","30920","","","","0"
"2009-04","Canada","2016A000011124","Canadian bonds","All other countries","Market value","Dollars","81","millions","6","v100304030","1.1.7.2","32639","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","All countries","Book value","Dollars","81","millions","6","v61913969","1.2.1.1","43749","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","All countries","Market value","Dollars","81","millions","6","v100304031","1.2.1.2","43896","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","United States","Book value","Dollars","81","millions","6","v61913970","1.2.2.1","33983","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","United States","Market value","Dollars","81","millions","6","v100304032","1.2.2.2","34078","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Book value","Dollars","81","millions","6","v61913971","1.2.3.1","2697","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","United Kingdom","Market value","Dollars","81","millions","6","v100304033","1.2.3.2","2713","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Book value","Dollars","81","millions","6","v61913972","1.2.4.1","2594","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","Other European Union countries","Market value","Dollars","81","millions","6","v100304034","1.2.4.2","2604","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","Japan","Book value","Dollars","81","millions","6","v61913973","1.2.5.1","13","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","Japan","Market value","Dollars","81","millions","6","v100304035","1.2.5.2","13","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Book value","Dollars","81","millions","6","v61913974","1.2.6.1","830","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","Other Organisation for Economic Co-operation and Development (OECD) countries","Market value","Dollars","81","millions","6","v100304036","1.2.6.2","836","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","All other countries","Book value","Dollars","81","millions","6","v61913975","1.2.7.1","3632","","","","0"
"2009-04","Canada","2016A000011124","Canadian money market instruments","All other countries","Market value","Dollars","81","millions","6","v100304037","1.2.7.2","3652","","","","0"
"2009-05","Canada","2016A000011124","Canadian bonds","All countries","Book value","Dollars","81","millions","6","v61913962","1.1.1.1","477453","","","","0"
"2009-05","Canada","2016A000011124","Canadian bonds","All countries","Market value","Dollars","81","millions","6","v100304024","1.1.1.2","476916","","","","0"
"2009-05","Canada","2016A000011124","Canadian bonds","United States","Book value","Dollars","81","millions","6","v61913963","1.1.2.1","262259","","","","0"
"2009-05","Canada","2016A000011124","Canadian bonds","United States","Market value","Dollars","81","millions","6","v100304025","1.1.2.2","257007","","","","0"
"2009-05","Canada","2016A000011124","Canadian bonds","United Kingdom","Book value","Dollars","81","millions","6","v61913964","1.1.3.1","98658","","","","0"
"2009-05","Canada","2016A000011124","Canadian bonds","United Kingdom","Market value","Dollars","81","millions","6","v100304026","1.1.3.2","99065","","","","0"
